Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
2263,CA-2018-122994,2018-06-02,2018-09-02,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.97
2267,CA-2018-149146,2018-12-10,2018-12-10,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968
2271,CA-2018-164917,2018-02-12,2018-07-12,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,-32356,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96
2273,CA-2016-142944,2016-06-03,2016-11-03,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,28586,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26
2275,CA-2015-157882,2015-03-10,2015-08-10,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,24500,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432
2283,CA-2017-132143,2017-03-09,2017-05-09,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16
2284,CA-2016-153108,2016-05-03,2016-09-03,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,-18174,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92
2286,CA-2017-112676,2017-05-05,2017-08-05,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,-28406,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352
2288,US-2018-112928,2018-01-06,2018-05-06,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,-21921,East,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17.48
2290,CA-2018-115154,2018-08-01,2018-11-01,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,32579,West,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,892.98
2294,CA-2016-130995,2016-01-11,2016-06-11,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,4.95
2296,CA-2016-113145,2016-01-11,2016-05-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,13.52
2307,CA-2016-160794,2016-06-08,2016-08-08,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,11505,Central,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,27.216
2308,CA-2018-116225,2018-05-11,2018-09-11,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,390.75
2309,US-2018-120418,2018-11-06,2018-12-06,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,19809,West,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,280.792
2336,CA-2018-152695,2018-10-12,2018-10-12,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,10.86
2349,CA-2018-109701,2018-02-12,2018-03-12,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,24496,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,9.024
2371,CA-2018-155152,2018-07-07,2018-09-07,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0
2372,CA-2017-159940,2017-07-07,2017-11-07,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,-5031,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288
2379,CA-2016-148628,2016-06-12,2016-11-12,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Thousand Oaks,California,25824,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75
2380,CA-2017-118052,2017-06-05,2017-10-05,Standard Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,-21484,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216
2390,US-2016-127040,2016-06-12,2016-10-12,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,New York,10009,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48
2402,CA-2018-145877,2018-01-04,2018-04-04,Second Class,AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,271,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2
2405,CA-2018-108574,2018-07-10,2018-11-10,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Los Angeles,California,24509,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91
2411,CA-2015-162684,2015-01-08,2015-06-08,Standard Class,AS-10630,Ann Steele,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68
2412,CA-2016-142041,2016-07-06,2016-09-06,Second Class,EM-13810,Eleni McCrary,Corporate,United States,Los Angeles,California,24500,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52
2416,CA-2016-146087,2016-06-07,2016-11-07,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96
2437,CA-2018-140053,2018-03-07,2018-10-07,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,21865,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85
2450,CA-2017-140207,2017-05-11,2017-10-11,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,29587,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12
2463,CA-2018-148691,2018-03-12,2018-09-12,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92
2467,CA-2018-128755,2018-04-05,2018-08-05,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11
2474,CA-2017-114972,2017-03-11,2017-06-11,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,24496,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584
2478,CA-2018-102750,2018-04-09,2018-08-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,24500,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352
2487,CA-2016-104514,2016-02-01,2016-04-01,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52
2508,CA-2016-120397,2016-02-07,2016-02-07,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,11534,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784
2509,CA-2018-163902,2018-02-03,2018-08-03,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,24509,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776
2513,CA-2018-155089,2018-02-12,2018-06-12,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,-31922,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66
2516,CA-2015-106572,2015-05-09,2015-10-09,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,-22134,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32
2518,CA-2018-123134,2018-02-05,2018-07-05,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93
2525,CA-2016-124541,2016-06-04,2016-10-04,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,11505,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048
2536,CA-2016-143238,2016-06-09,2016-08-09,First Class,LO-17170,Lori Olson,Corporate,United States,La Quinta,California,26717,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32
2567,CA-2018-123967,2018-01-11,2018-03-11,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,32690,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12
2569,CA-2018-148929,2018-07-09,2018-11-09,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08
2586,CA-2016-121041,2016-03-11,2016-10-11,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,10581,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608
2589,CA-2017-137729,2017-05-05,2017-09-05,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,24468,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98
2602,CA-2017-165848,2017-04-06,2017-04-06,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94
2607,CA-2017-154053,2017-04-03,2017-10-03,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,26488,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99
2617,CA-2018-147942,2018-01-04,2018-05-04,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,28574,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,5.78
2623,CA-2015-164861,2015-03-12,2015-06-12,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,-2420,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92
2635,CA-2016-116750,2016-05-07,2016-10-07,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928
2646,CA-2015-131002,2015-07-09,2015-12-09,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,8597,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69
2664,CA-2017-164784,2017-01-05,2017-04-05,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,-27427,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984
2667,CA-2017-111794,2017-01-10,2017-01-10,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,13573,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512
2671,CA-2015-126403,2015-09-09,2015-12-09,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44
2675,CA-2018-136875,2018-03-12,2018-03-12,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,26488,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44
2686,CA-2017-133123,2017-06-09,2017-11-09,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952
2688,US-2017-128195,2017-04-08,2017-05-08,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,-3932,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98
2691,CA-2018-156412,2018-04-12,2018-08-12,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346
2696,CA-2017-161662,2017-07-02,2017-09-02,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,-22406,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352
2712,CA-2018-132430,2018-09-10,2018-11-10,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,-21429,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888
2715,CA-2016-103723,2016-01-12,2016-06-12,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,32569,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9
2716,CA-2015-127187,2015-04-12,2015-08-12,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98
2720,CA-2015-110030,2015-06-12,2015-08-12,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,11559,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976
2721,CA-2015-121286,2015-04-11,2015-08-11,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376
2724,CA-2015-153479,2015-04-10,2015-08-10,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,29055,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45
2733,CA-2015-107594,2015-02-07,2015-06-07,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98
2743,CA-2015-149244,2015-04-11,2015-08-11,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,26501,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34
2746,CA-2018-163321,2018-07-08,2018-11-08,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992
2749,CA-2016-110247,2016-04-12,2016-08-12,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226
2751,CA-2015-154669,2015-08-08,2015-11-08,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,30151,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28
2769,US-2016-122140,2016-02-04,2016-07-04,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,9684,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192
2772,CA-2017-163986,2017-03-09,2017-10-09,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,-12350,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5
2773,CA-2018-158967,2018-10-12,2018-12-12,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,-32225,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104
2781,CA-2018-167668,2018-06-05,2018-08-05,First Class,TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,10035,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2
2784,US-2017-106677,2017-05-11,2017-10-11,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988
2788,US-2015-117744,2015-02-12,2015-06-12,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,12879,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36
2802,US-2016-110163,2016-01-11,2016-04-11,First Class,GA-14725,Guy Armstrong,Consumer,United States,Salem,Oregon,31765,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88
2803,CA-2018-143329,2018-03-11,2018-08-11,Standard Class,DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,22465,West,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37
2806,CA-2016-122623,2016-07-09,2016-11-09,Standard Class,CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,14371,Central,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",47.516
2816,CA-2016-104626,2016-01-09,2016-08-09,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,114.6
2820,CA-2017-160500,2017-05-05,2017-08-05,First Class,DM-13015,Darrin Martin,Consumer,United States,Encinitas,California,26488,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,6.72
2832,CA-2015-148915,2015-01-11,2015-05-11,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Portland,Oregon,31670,West,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92
2839,CA-2017-147368,2017-09-06,2017-12-06,First Class,TC-21295,Toby Carlisle,Consumer,United States,Tallahassee,Florida,32303,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7
2840,US-2016-104185,2016-03-09,2016-08-09,Second Class,JB-15400,Jennifer Braxton,Corporate,United States,New York City,New York,10009,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,120.33
2851,US-2017-128293,2017-02-06,2017-05-06,First Class,KC-16255,Karen Carlisle,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.784
2868,CA-2017-115588,2017-10-11,2017-12-11,Second Class,AF-10885,Art Foster,Consumer,United States,Toledo,Ohio,-21921,East,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,14.72
2890,CA-2018-164049,2018-02-11,2018-06-11,Standard Class,KH-16630,Ken Heidel,Corporate,United States,Seattle,Washington,32569,West,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",23.85
2898,US-2017-164630,2017-04-01,2017-09-01,Standard Class,EB-13975,Erica Bern,Corporate,United States,Charlotte,North Carolina,28205,South,TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.968
2907,CA-2018-121615,2018-03-11,2018-09-11,Standard Class,DL-12925,Daniel Lacy,Consumer,United States,Eagan,Minnesota,-10414,Central,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,8.56
2911,CA-2016-118444,2016-05-11,2016-09-11,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Coral Springs,Florida,-32471,South,OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",387.136
2925,CA-2015-157721,2015-02-09,2015-05-09,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Watertown,New York,13601,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9
2928,CA-2018-158106,2018-04-06,2018-10-06,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Apple Valley,Minnesota,-10412,Central,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64
2931,CA-2016-168564,2016-08-08,2016-08-08,Same Day,TT-21220,Thomas Thornton,Consumer,United States,San Francisco,California,28573,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",6.608
2934,US-2017-169040,2017-06-12,2017-12-12,Standard Class,GT-14710,Greg Tran,Consumer,United States,Seattle,Washington,32569,West,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,156.792
2946,CA-2017-166443,2017-04-11,2017-05-11,First Class,LH-17020,Lisa Hazard,Consumer,United States,San Francisco,California,28586,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,38.29
2950,CA-2018-134915,2018-12-11,2018-12-11,Same Day,EM-14140,Eugene Moren,Home Office,United States,Glendale,Arizona,19765,West,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,41.6
2958,CA-2018-168900,2018-04-05,2018-09-05,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,Springfield,Ohio,-20033,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,2.313
2969,CA-2018-167941,2018-06-11,2018-09-11,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",499.584
2975,CA-2016-137512,2016-07-05,2016-12-05,Standard Class,AG-10675,Anna Gayman,Consumer,United States,Allen,Texas,9466,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,244.006
2977,CA-2018-139773,2018-04-12,2018-04-12,Same Day,DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton",188.552
2978,CA-2018-134607,2018-03-10,2018-08-10,Second Class,HL-15040,Hunter Lopez,Consumer,United States,Rochester,New York,14609,East,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,22.58
2984,US-2015-112872,2015-06-12,2015-11-12,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Springfield,Oregon,31941,West,OFF-ST-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,53.424
2993,CA-2017-134376,2017-02-10,2017-06-10,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,New York City,New York,10024,East,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,61.44
3003,CA-2016-130610,2016-05-07,2016-10-07,Standard Class,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,-17226,Central,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders,19.0
3005,CA-2017-131499,2017-08-09,2017-10-09,First Class,MG-17875,Michael Grace,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207.48
3009,CA-2017-124772,2017-05-12,2017-06-12,First Class,JG-15160,James Galang,Consumer,United States,Murray,Kentucky,-23465,South,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",191.82
3040,CA-2018-101749,2018-03-10,2018-08-10,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Pasadena,California,25568,West,FUR-TA-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",171.288
3041,US-2017-147991,2017-05-05,2017-09-05,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Chattanooga,Tennessee,-28115,South,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72
3042,CA-2018-149559,2018-11-09,2018-12-09,Same Day,KF-16285,Karen Ferguson,Home Office,United States,Long Beach,California,25269,West,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,12.96
3046,CA-2018-125290,2018-06-11,2018-10-11,Second Class,CC-12430,Chuck Clark,Home Office,United States,Minneapolis,Minnesota,-10129,Central,OFF-AR-10001216,Office Supplies,Art,Newell 339,13.9
3049,CA-2018-121419,2018-02-04,2018-04-04,First Class,TC-21475,Tony Chapman,Home Office,United States,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8
3051,US-2018-148054,2018-06-10,2018-11-10,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Meridian,Idaho,18106,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96
3061,CA-2017-144554,2017-07-11,2017-12-11,Standard Class,DM-13345,Denise Monton,Corporate,United States,Newark,Ohio,-22481,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976
3062,CA-2018-127621,2018-03-03,2018-07-03,Standard Class,RE-19450,Richard Eichhorn,Consumer,United States,Dallas,Texas,9545,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88
3074,CA-2017-125206,2017-03-01,2017-05-01,First Class,LR-16915,Lena Radford,Consumer,United States,Los Angeles,California,24509,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46
3075,CA-2016-126137,2016-03-10,2016-08-10,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Los Angeles,California,24496,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",120.666
3080,CA-2018-101182,2018-04-09,2018-05-09,First Class,KB-16405,Katrina Bavinger,Home Office,United States,Apple Valley,California,26771,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96
3091,CA-2017-112123,2017-03-03,2017-08-03,Standard Class,BH-11710,Brosina Hoffman,Consumer,United States,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86
3104,CA-2017-124562,2017-08-12,2017-12-12,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Ohio,-22307,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957
3119,CA-2016-121720,2016-11-06,2016-12-06,First Class,JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,-31735,South,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,1123.92
